landmark_name,image_url,cluster1,cluster2,cluster3
뮤즈,landmark/뮤즈/1.jpg
뮤즈,landmark/뮤즈/2.jpg
미니아투르크,landmark/미니아투르크/1.jpg
미니아투르크,landmark/미니아투르크/2.jpg
밀라노 중앙역,landmark/밀라노 중앙역/1.jpg
밀라노 중앙역,landmark/밀라노 중앙역/2.jpg
바르비종,landmark/바르비종/1.jpg
바르비종,landmark/바르비종/2.jpg
바티니,landmark/바티니/1.jpg
바티니,landmark/바티니/3.jpg
뱀부바,landmark/뱀부바/1.jpg
뱀부바,landmark/뱀부바/2.jpg
베르나베우 스타디움,landmark/베르나베우 스타디움/1.jpg
베르나베우 스타디움,landmark/베르나베우 스타디움/2.jpg
베르지,landmark/베르지/1.jpg
베르지,landmark/베르지/2.jpg
베이레르베이 궁전,landmark/베이레르베이 궁전/1.jpg
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/1.jpg
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/2.jpg
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/3.jpg
붉은 시청사,landmark/붉은 시청사/1.jpg
붉은 시청사,landmark/붉은 시청사/2.jpg
뷰지스 홍콩,landmark/뷰지스 홍콩/1.jpg
뷰티 엠포리엄,landmark/뷰티 엠포리엄/1.jpg
뷰티 엠포리엄,landmark/뷰티 엠포리엄/2.jpg
브라운 슈가(실롬 점),landmark/브라운 슈가(실롬 점)/1.jpg
브루클린 다리 공원,landmark/브루클린 다리 공원/1.jpg
브루클린 다리 공원,landmark/브루클린 다리 공원/2.jpg
블리스,landmark/블리스/2.jpg
비아 페라타,landmark/비아 페라타/1.jpg
비아 페라타,landmark/비아 페라타/2.jpg
빠뚜타패,landmark/빠뚜타패/1.jpg
삭바얀 피크,landmark/삭바얀 피크/1.jpg
산 마르코 광장,landmark/산 마르코 광장/1.jpg
산 프란체스코 성당,landmark/산 프란체스코 성당/1.jpg
산타 마르게리따 광장,landmark/산타 마르게리따 광장/1.jpg
산타 마르게리따 광장,landmark/산타 마르게리따 광장/2.jpg
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/1.jpg
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/3.jpg
산타루치아 항구,landmark/산타루치아 항구/1.jpg
산토 토마스 대학,landmark/산토 토마스 대학/1.jpg
삼수당,landmark/삼수당/1.jpg
삼수당,landmark/삼수당/2.jpg
성 세르기우스와 바쿠스 교회,landmark/성 세르기우스와 바쿠스 교회/2.jpg
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/1.jpg
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/2.jpg
센테니얼 파크,landmark/센테니얼 파크/1.jpg
소니 센터,landmark/소니 센터/1.jpg
소니 센터,landmark/소니 센터/2.jpg
솔스티스 선 라운지,landmark/솔스티스 선 라운지/1.jpg
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/1.jpg
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/2.jpg
슈투바이 빙하,landmark/슈투바이 빙하/1.jpg
슈투바이 빙하,landmark/슈투바이 빙하/2.jpg
슈투바이 빙하,landmark/슈투바이 빙하/3.jpg
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/1.jpg
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/2.jpg
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/3.jpg
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/1.jpg
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/2.jpg
스키 360,landmark/스키 360/1.jpg
스키 360,landmark/스키 360/2.jpg
스키 360,landmark/스키 360/3.jpg
승리의 광장,landmark/승리의 광장/1.jpg
승리의 광장,landmark/승리의 광장/2.jpg
시드니 페리,landmark/시드니 페리/1.jpg
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/1.jpg
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/2.jpg
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/3.jpg
싼깜팽 온천,landmark/싼깜팽 온천/1.jpg
싼깜팽 온천,landmark/싼깜팽 온천/2.jpg
싼깜팽 온천,landmark/싼깜팽 온천/3.jpg
아우구스티너켈러,landmark/아우구스티너켈러/2.jpg
아잠 교회,landmark/아잠 교회/1.jpg
아잠 교회,landmark/아잠 교회/2.jpg
아친 스트리트 모스크,landmark/아친 스트리트 모스크/1.jpg
얍초이 하우스,landmark/얍초이 하우스/1.jpg
오데옹 극장,landmark/오데옹 극장/1.jpg
오데옹 극장,landmark/오데옹 극장/2.jpg
오도구,landmark/오도구/1.jpg
오푸스,landmark/오푸스/1.jpg
올림피아 공원,landmark/올림피아 공원/1.jpg
올림피아 공원,landmark/올림피아 공원/2.jpg
왓 쑤언독,landmark/왓 쑤언독/2.jpg
왕궁,landmark/왕궁/1.jpg
왕궁,landmark/왕궁/2.jpg
왕궁,landmark/왕궁/3.jpg
위앙 꿈깜,landmark/위앙 꿈깜/2.jpg
위앙 꿈깜,landmark/위앙 꿈깜/3.jpg
윌리엄스타운,landmark/윌리엄스타운/1.jpg
유니언 스퀘어,landmark/유니언 스퀘어/1.jpg
유니언 스퀘어,landmark/유니언 스퀘어/2.jpg
유니언 스퀘어,landmark/유니언 스퀘어/3.jpg
유니온 스퀘어,landmark/유니온 스퀘어/1.jpg
유니온 스퀘어,landmark/유니온 스퀘어/2.jpg
유대교 회당,landmark/유대교 회당/1.jpg
유대교 회당,landmark/유대교 회당/2.jpg
인썸니아,landmark/인썸니아/1.jpg
일중가상권,landmark/일중가상권/1.jpg
일중가상권,landmark/일중가상권/2.jpg
임비아 룩 아웃,landmark/임비아 룩 아웃/1.jpg
재패니즈 빌리지,landmark/재패니즈 빌리지/1.jpg
재패니즈 빌리지,landmark/재패니즈 빌리지/2.jpg
전승 기념탑,landmark/전승 기념탑/1.jpg
전승 기념탑,landmark/전승 기념탑/2.jpg
젠다르멘 광장,landmark/젠다르멘 광장/1.jpg
카사 데 캄포,landmark/카사 데 캄포/1.jpg
카사 데 캄포,landmark/카사 데 캄포/2.jpg
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/1.jpg
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/2.jpg
카지노 빈,landmark/카지노 빈/1.jpg
칼차이우올리 거리,landmark/칼차이우올리 거리/1.jpg
칼차이우올리 거리,landmark/칼차이우올리 거리/2.jpg
코르소 스트리트,landmark/코르소 스트리트/1.jpg
코메디 프랑세즈,landmark/코메디 프랑세즈/1.jpg
코메디 프랑세즈,landmark/코메디 프랑세즈/2.jpg
코메디 프랑세즈,landmark/코메디 프랑세즈/3.jpg
쿡 선장의 집,landmark/쿡 선장의 집/1.jpg
퀴리날레 궁전,landmark/퀴리날레 궁전/1.jpg
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/1.jpg
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/2.jpg
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/3.jpg
킹 루드비히 비어 홀,landmark/킹 루드비히 비어 홀/1.jpg
탑 오브 더 락,landmark/탑 오브 더 락/1.jpg
탑 오브 더 락,landmark/탑 오브 더 락/2.jpg
테로 광장,landmark/테로 광장/1.jpg
테로 광장,landmark/테로 광장/2.jpg
트라피스트 수도원,landmark/트라피스트 수도원/1.jpg
트라피스트 수도원,landmark/트라피스트 수도원/2.jpg
파노라마 1453,landmark/파노라마 1453/1.jpg
파노라마 1453,landmark/파노라마 1453/2.jpg
파리 동역,landmark/파리 동역/1.jpg
파리 동역,landmark/파리 동역/2.jpg
파티가스 델 께레르,landmark/파티가스 델 께레르/2.jpg
파후랏,landmark/파후랏/1.jpg
파후랏,landmark/파후랏/2.jpg
파후랏,landmark/파후랏/3.jpg
페예노르트 스타디움,landmark/페예노르트 스타디움/1.jpg
페예노르트 스타디움,landmark/페예노르트 스타디움/2.jpg
펠그림 파더 교회,landmark/펠그림 파더 교회/1.jpg
펠그림 파더 교회,landmark/펠그림 파더 교회/2.jpg
펠그림 파더 교회,landmark/펠그림 파더 교회/3.jpg
포츠다머 플라츠,landmark/포츠다머 플라츠/1.jpg
포츠다머 플라츠,landmark/포츠다머 플라츠/2.jpg
푸롱 해변,landmark/푸롱 해변/1.jpg
푸롱 해변,landmark/푸롱 해변/2.jpg
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/1.jpg
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/2.jpg
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/3.jpg
프란치스카너키르헤,landmark/프란치스카너키르헤/1.jpg
프란치스카너키르헤,landmark/프란치스카너키르헤/2.jpg
플래그스태프 정원,landmark/플래그스태프 정원/1.jpg
피셔맨스 워프,landmark/피셔맨스 워프/1.jpg
피셔맨스 워프,landmark/피셔맨스 워프/2.jpg
하버 브리지 등반,landmark/하버 브리지 등반/1.jpg
하이 라인,landmark/하이 라인/1.jpg
하이 라인,landmark/하이 라인/2.jpg
해골사원,landmark/해골사원/2.jpg
호젠지요코초,landmark/호젠지요코초/1.jpg
호젠지요코초,landmark/호젠지요코초/2.jpg
호젠지요코초,landmark/호젠지요코초/3.jpg
후시미 이나리 신사,landmark/후시미 이나리 신사/1.jpg
후시미 이나리 신사,landmark/후시미 이나리 신사/2.jpg
후시미 이나리 신사,landmark/후시미 이나리 신사/3.jpg
후쿠오카 타워,landmark/후쿠오카 타워/1.jpg
후쿠오카 타워,landmark/후쿠오카 타워/2.jpg
